timestamp,champion,team,pixel_x,pixel_y,map_x,map_y,confidence
1774046652.177,unknown,CHAOS,488,25,14145,14149,0.0
1774046652.177,unknown,CHAOS,149,36,4318,13832,0.0
1774046652.177,unknown,CHAOS,480,359,13913,4524,0.0
1774046652.177,unknown,CHAOS,385,128,11159,11181,0.0
1774046652.177,unknown,CHAOS,275,52,7971,13371,0.0
1774046652.177,unknown,CHAOS,461,230,13362,8241,0.0
1774046652.177,unknown,CHAOS,338,165,9797,10115,0.0
1774046652.177,unknown,CHAOS,363,43,10522,13630,0.0
1774046652.177,unknown,CHAOS,310,218,8985,8587,0.0
1774046652.177,unknown,CHAOS,458,57,13275,13227,0.0
1774046652.177,unknown,CHAOS,401,112,11623,11642,0.0
1774046652.177,unknown,CHAOS,390,43,11304,13630,0.0
1774046652.177,unknown,CHAOS,436,63,12638,13054,0.0
1774046652.177,unknown,CHAOS,452,81,13101,12535,0.0
1774046654.111,unknown,ORDER,24,492,695,691,0.0
1774046654.111,unknown,CHAOS,149,36,4318,13832,0.0
1774046654.111,unknown,CHAOS,480,359,13913,4524,0.0
1774046654.111,unknown,CHAOS,385,128,11159,11181,0.0
1774046654.111,unknown,CHAOS,275,52,7971,13371,0.0
1774046654.111,unknown,CHAOS,461,230,13362,8241,0.0
1774046654.111,unknown,CHAOS,338,165,9797,10115,0.0
1774046654.111,unknown,CHAOS,363,43,10522,13630,0.0
1774046654.111,unknown,CHAOS,310,218,8985,8587,0.0
1774046654.111,unknown,CHAOS,458,57,13275,13227,0.0
1774046654.111,unknown,CHAOS,401,112,11623,11642,0.0
1774046654.111,unknown,CHAOS,390,43,11304,13630,0.0
1774046654.111,unknown,CHAOS,436,63,12638,13054,0.0
1774046654.111,unknown,CHAOS,452,81,13101,12535,0.0
1774046654.111,unknown,ORDER,473,34,13710,13890,0.0
1774046656.112,unknown,CHAOS,149,36,4318,13832,0.0
1774046656.112,unknown,CHAOS,480,359,13913,4524,0.0
1774046656.112,unknown,CHAOS,385,128,11159,11181,0.0
1774046656.112,unknown,CHAOS,275,52,7971,13371,0.0
1774046656.112,unknown,CHAOS,461,230,13362,8241,0.0
1774046656.112,unknown,CHAOS,338,165,9797,10115,0.0
1774046656.112,unknown,CHAOS,363,43,10522,13630,0.0
1774046656.112,unknown,CHAOS,310,218,8985,8587,0.0
1774046656.112,unknown,CHAOS,458,57,13275,13227,0.0
1774046656.112,unknown,CHAOS,401,112,11623,11642,0.0
1774046656.112,unknown,CHAOS,390,43,11304,13630,0.0
1774046656.112,unknown,CHAOS,235,193,6811,9308,0.0
1774046656.112,unknown,CHAOS,436,63,12638,13054,0.0
1774046656.112,unknown,CHAOS,452,81,13101,12535,0.0
1774046656.112,unknown,ORDER,473,34,13710,13890,0.0
1774046658.125,unknown,CHAOS,149,36,4318,13832,0.0
1774046658.125,unknown,CHAOS,310,316,8985,5763,0.0
1774046658.125,unknown,CHAOS,480,359,13913,4524,0.0
1774046658.125,unknown,CHAOS,385,128,11159,11181,0.0
1774046658.125,unknown,CHAOS,275,52,7971,13371,0.0
1774046658.125,unknown,CHAOS,461,230,13362,8241,0.0
1774046658.125,unknown,CHAOS,338,165,9797,10115,0.0
1774046658.125,unknown,CHAOS,363,43,10522,13630,0.0
1774046658.125,unknown,CHAOS,259,181,7507,9653,0.0
1774046658.125,unknown,CHAOS,310,218,8985,8587,0.0
1774046658.125,unknown,CHAOS,458,57,13275,13227,0.0
1774046658.125,unknown,CHAOS,401,112,11623,11642,0.0
1774046658.125,unknown,CHAOS,390,43,11304,13630,0.0
1774046658.125,unknown,CHAOS,235,193,6811,9308,0.0
1774046658.125,unknown,CHAOS,436,63,12638,13054,0.0
1774046658.125,unknown,CHAOS,452,81,13101,12535,0.0
1774046658.125,unknown,ORDER,473,34,13710,13890,0.0
1774046660.138,unknown,CHAOS,423,340,12261,5071,0.0
1774046660.138,unknown,CHAOS,386,380,11188,3919,0.0
1774046660.138,unknown,CHAOS,149,36,4318,13832,0.0
1774046660.138,unknown,CHAOS,310,316,8985,5763,0.0
1774046660.138,unknown,CHAOS,385,128,11159,11181,0.0
1774046660.138,unknown,CHAOS,275,52,7971,13371,0.0
1774046660.138,unknown,CHAOS,461,230,13362,8241,0.0
1774046660.138,unknown,CHAOS,338,165,9797,10115,0.0
1774046660.138,unknown,CHAOS,363,43,10522,13630,0.0
1774046660.138,unknown,CHAOS,310,218,8985,8587,0.0
1774046660.138,unknown,CHAOS,458,57,13275,13227,0.0
1774046660.138,unknown,CHAOS,401,112,11623,11642,0.0
1774046660.138,unknown,CHAOS,390,43,11304,13630,0.0
1774046660.138,unknown,CHAOS,436,63,12638,13054,0.0
1774046660.138,unknown,CHAOS,452,81,13101,12535,0.0
1774046660.138,unknown,CHAOS,367,326,10637,5475,0.0
1774046660.138,unknown,ORDER,473,34,13710,13890,0.0
1774046662.153,unknown,CHAOS,479,359,13884,4524,0.0
1774046662.153,unknown,CHAOS,418,346,12116,4899,0.0
1774046662.153,unknown,CHAOS,149,36,4318,13832,0.0
1774046662.153,unknown,CHAOS,385,128,11159,11181,0.0
1774046662.153,unknown,CHAOS,275,52,7971,13371,0.0
1774046662.153,unknown,CHAOS,461,230,13362,8241,0.0
1774046662.153,unknown,CHAOS,338,165,9797,10115,0.0
1774046662.153,unknown,CHAOS,363,43,10522,13630,0.0
1774046662.153,unknown,CHAOS,310,218,8985,8587,0.0
1774046662.153,unknown,CHAOS,458,57,13275,13227,0.0
1774046662.153,unknown,CHAOS,401,112,11623,11642,0.0
1774046662.153,unknown,CHAOS,390,43,11304,13630,0.0
1774046662.153,unknown,CHAOS,440,368,12753,4265,0.0
1774046662.153,unknown,CHAOS,436,63,12638,13054,0.0
1774046662.153,unknown,CHAOS,452,81,13101,12535,0.0
1774046662.153,unknown,CHAOS,401,314,11623,5821,0.0
1774046662.153,unknown,ORDER,473,34,13710,13890,0.0
1774046664.147,unknown,CHAOS,149,36,4318,13832,0.0
1774046664.147,unknown,CHAOS,480,359,13913,4524,0.0
1774046664.147,unknown,CHAOS,385,128,11159,11181,0.0
1774046664.147,unknown,CHAOS,275,52,7971,13371,0.0
1774046664.147,unknown,CHAOS,461,230,13362,8241,0.0
1774046664.147,unknown,CHAOS,338,165,9797,10115,0.0
1774046664.147,unknown,CHAOS,363,43,10522,13630,0.0
1774046664.147,unknown,CHAOS,310,218,8985,8587,0.0
1774046664.147,unknown,CHAOS,416,349,12058,4812,0.0
1774046664.147,unknown,CHAOS,401,112,11623,11642,0.0
1774046664.147,unknown,CHAOS,390,43,11304,13630,0.0
1774046664.147,unknown,ORDER,459,79,13304,12593,0.0
1774046666.165,unknown,CHAOS,149,36,4318,13832,0.0
1774046666.165,unknown,CHAOS,480,359,13913,4524,0.0
1774046666.165,unknown,CHAOS,385,128,11159,11181,0.0
1774046666.165,unknown,CHAOS,275,52,7971,13371,0.0
1774046666.165,unknown,CHAOS,461,230,13362,8241,0.0
1774046666.165,unknown,CHAOS,338,165,9797,10115,0.0
1774046666.165,unknown,CHAOS,310,218,8985,8587,0.0
1774046666.165,unknown,CHAOS,458,57,13275,13227,0.0
1774046666.165,unknown,CHAOS,436,63,12638,13054,0.0
1774046666.165,unknown,CHAOS,452,81,13101,12535,0.0
1774046666.165,unknown,CHAOS,62,391,1797,3602,0.0
1774046666.165,unknown,CHAOS,413,353,11971,4697,0.0
1774046666.165,unknown,ORDER,420,118,12174,11469,0.0
1774046666.165,unknown,CHAOS,436,373,12638,4120,0.0
1774046668.168,unknown,CHAOS,149,36,4318,13832,0.0
1774046668.168,unknown,CHAOS,480,359,13913,4524,0.0
1774046668.168,unknown,CHAOS,275,52,7971,13371,0.0
1774046668.168,unknown,CHAOS,461,230,13362,8241,0.0
1774046668.168,unknown,CHAOS,338,165,9797,10115,0.0
1774046668.168,unknown,CHAOS,363,43,10522,13630,0.0
1774046668.168,unknown,CHAOS,310,218,8985,8587,0.0
1774046668.168,unknown,CHAOS,458,57,13275,13227,0.0
1774046668.168,Maokai,CHAOS,86,346,2492,4899,0.429
1774046668.168,unknown,CHAOS,390,43,11304,13630,0.0
1774046668.168,unknown,CHAOS,436,63,12638,13054,0.0
1774046668.168,unknown,CHAOS,452,81,13101,12535,0.0
1774046668.168,unknown,ORDER,383,154,11101,10432,0.0
1774046670.183,unknown,CHAOS,149,36,4318,13832,0.0
1774046670.183,unknown,CHAOS,480,359,13913,4524,0.0
1774046670.183,unknown,CHAOS,385,128,11159,11181,0.0
1774046670.183,unknown,CHAOS,275,52,7971,13371,0.0
1774046670.183,unknown,CHAOS,363,43,10522,13630,0.0
1774046670.183,unknown,CHAOS,310,218,8985,8587,0.0
1774046670.183,unknown,CHAOS,458,57,13275,13227,0.0
1774046670.183,unknown,CHAOS,401,112,11623,11642,0.0
1774046670.183,unknown,CHAOS,390,43,11304,13630,0.0
1774046670.183,unknown,CHAOS,436,63,12638,13054,0.0
1774046670.183,unknown,CHAOS,452,81,13101,12535,0.0
1774046670.183,Maokai,CHAOS,91,298,2637,6282,0.542
1774046670.183,unknown,ORDER,347,187,10058,9481,0.0
1774046672.196,unknown,CHAOS,149,36,4318,13832,0.0
1774046672.196,unknown,CHAOS,480,359,13913,4524,0.0
1774046672.196,unknown,CHAOS,385,128,11159,11181,0.0
1774046672.196,unknown,CHAOS,275,52,7971,13371,0.0
1774046672.196,unknown,CHAOS,461,230,13362,8241,0.0
1774046672.196,unknown,CHAOS,338,165,9797,10115,0.0
1774046672.196,unknown,CHAOS,363,43,10522,13630,0.0
1774046672.196,unknown,CHAOS,458,57,13275,13227,0.0
1774046672.196,unknown,ORDER,310,214,8985,8702,0.0
1774046672.196,Maokai,CHAOS,101,251,2927,7636,0.415
1774046672.196,unknown,CHAOS,401,112,11623,11642,0.0
1774046672.196,unknown,CHAOS,390,43,11304,13630,0.0
1774046672.196,unknown,CHAOS,436,63,12638,13054,0.0
1774046672.196,unknown,CHAOS,452,81,13101,12535,0.0
1774046672.196,unknown,ORDER,337,238,9768,8011,0.0
1774046674.211,unknown,CHAOS,149,36,4318,13832,0.0
1774046674.211,unknown,CHAOS,480,359,13913,4524,0.0
1774046674.211,unknown,CHAOS,385,128,11159,11181,0.0
1774046674.211,unknown,CHAOS,275,52,7971,13371,0.0
1774046674.211,unknown,CHAOS,461,230,13362,8241,0.0
1774046674.211,unknown,CHAOS,338,165,9797,10115,0.0
1774046674.211,unknown,CHAOS,363,43,10522,13630,0.0
1774046674.211,unknown,CHAOS,458,57,13275,13227,0.0
1774046674.211,unknown,ORDER,297,258,8608,7435,0.0
1774046674.211,Maokai,CHAOS,112,206,3246,8933,0.471
1774046674.211,unknown,CHAOS,401,112,11623,11642,0.0
1774046674.211,unknown,CHAOS,390,43,11304,13630,0.0
1774046674.211,unknown,CHAOS,436,63,12638,13054,0.0
1774046674.211,unknown,CHAOS,452,81,13101,12535,0.0
1774046674.211,unknown,ORDER,326,280,9449,6801,0.0
1774046676.223,unknown,CHAOS,149,36,4318,13832,0.0
1774046676.223,unknown,CHAOS,480,359,13913,4524,0.0
1774046676.223,unknown,CHAOS,385,128,11159,11181,0.0
1774046676.223,unknown,CHAOS,275,52,7971,13371,0.0
1774046676.223,unknown,CHAOS,461,230,13362,8241,0.0
1774046676.223,unknown,CHAOS,338,165,9797,10115,0.0
1774046676.223,unknown,CHAOS,363,43,10522,13630,0.0
1774046676.223,unknown,CHAOS,310,218,8985,8587,0.0
1774046676.223,unknown,CHAOS,458,57,13275,13227,0.0
1774046676.223,unknown,ORDER,297,280,8608,6801,0.0
1774046676.223,unknown,CHAOS,401,112,11623,11642,0.0
1774046676.223,unknown,CHAOS,390,43,11304,13630,0.0
1774046676.223,unknown,CHAOS,436,63,12638,13054,0.0
1774046676.223,unknown,CHAOS,452,81,13101,12535,0.0
1774046676.223,Maokai,CHAOS,117,187,3391,9481,0.454
1774046676.223,unknown,ORDER,322,305,9333,6080,0.0
1774046678.21,unknown,CHAOS,149,36,4318,13832,0.0
1774046678.21,unknown,CHAOS,480,359,13913,4524,0.0
1774046678.21,unknown,CHAOS,385,128,11159,11181,0.0
1774046678.21,unknown,CHAOS,275,52,7971,13371,0.0
1774046678.21,unknown,CHAOS,461,230,13362,8241,0.0
1774046678.21,unknown,CHAOS,338,165,9797,10115,0.0
1774046678.21,unknown,CHAOS,363,43,10522,13630,0.0
1774046678.21,unknown,CHAOS,310,218,8985,8587,0.0
1774046678.21,unknown,CHAOS,458,57,13275,13227,0.0
1774046678.21,Maokai,CHAOS,121,176,3507,9798,0.423
1774046678.21,unknown,CHAOS,401,112,11623,11642,0.0
1774046678.21,unknown,CHAOS,390,43,11304,13630,0.0
1774046678.21,unknown,CHAOS,452,81,13101,12535,0.0
1774046678.21,unknown,ORDER,285,287,8261,6599,0.0
1774046678.21,unknown,CHAOS,435,42,12609,13659,0.0
1774046678.21,unknown,ORDER,316,327,9159,5446,0.0
1774046678.21,unknown,ORDER,295,308,8550,5994,0.0
1774046678.21,unknown,ORDER,39,439,1130,2218,0.0
1774046680.218,unknown,CHAOS,429,79,12435,12593,0.0
1774046680.218,unknown,CHAOS,149,36,4318,13832,0.0
1774046680.218,unknown,CHAOS,480,359,13913,4524,0.0
1774046680.218,unknown,CHAOS,385,128,11159,11181,0.0
1774046680.218,unknown,CHAOS,275,52,7971,13371,0.0
1774046680.218,unknown,ORDER,254,313,7362,5850,0.0
1774046680.218,unknown,CHAOS,461,230,13362,8241,0.0
1774046680.218,unknown,CHAOS,338,165,9797,10115,0.0
1774046680.218,unknown,CHAOS,363,43,10522,13630,0.0
1774046680.218,unknown,CHAOS,310,218,8985,8587,0.0
1774046680.218,unknown,CHAOS,467,94,13536,12161,0.0
1774046680.218,unknown,CHAOS,394,43,11420,13630,0.0
1774046680.218,unknown,CHAOS,458,57,13275,13227,0.0
1774046680.218,unknown,ORDER,267,289,7739,6541,0.0
1774046680.218,unknown,CHAOS,401,112,11623,11642,0.0
1774046680.218,unknown,CHAOS,425,45,12319,13573,0.0
1774046680.218,Maokai,CHAOS,112,191,3246,9365,0.462
1774046680.218,unknown,ORDER,40,434,1159,2363,0.0
1774046680.218,unknown,ORDER,97,466,2811,1440,0.0
1774046680.218,unknown,ORDER,91,411,2637,3025,0.0
1774046682.249,unknown,ORDER,255,307,7391,6022,0.0
1774046682.249,unknown,CHAOS,396,123,11478,11325,0.0
1774046682.249,unknown,CHAOS,149,36,4318,13832,0.0
1774046682.249,unknown,CHAOS,480,359,13913,4524,0.0
1774046682.249,unknown,CHAOS,275,52,7971,13371,0.0
1774046682.249,unknown,CHAOS,461,230,13362,8241,0.0
1774046682.249,unknown,CHAOS,338,165,9797,10115,0.0
1774046682.249,unknown,CHAOS,363,43,10522,13630,0.0
1774046682.249,unknown,CHAOS,310,218,8985,8587,0.0
1774046682.249,unknown,CHAOS,390,44,11304,13602,0.0
1774046682.249,unknown,CHAOS,458,57,13275,13227,0.0
1774046682.249,unknown,CHAOS,428,92,12406,12218,0.0
1774046682.249,Maokai,CHAOS,116,177,3362,9769,0.451
1774046682.249,unknown,CHAOS,436,63,12638,13054,0.0
1774046682.249,unknown,CHAOS,420,46,12174,13544,0.0
1774046682.249,unknown,CHAOS,452,81,13101,12535,0.0
1774046682.249,unknown,ORDER,288,352,8348,4726,0.0
1774046682.249,unknown,ORDER,280,312,8116,5878,0.0
1774046682.249,unknown,ORDER,43,425,1246,2622,0.0
1774046682.249,unknown,ORDER,127,462,3681,1556,0.0
1774046682.249,unknown,ORDER,94,407,2724,3141,0.0
1774046682.249,unknown,ORDER,76,432,2202,2420,0.0
1774046684.246,unknown,CHAOS,279,327,8087,5446,0.0
1774046684.246,unknown,CHAOS,216,185,6261,9538,0.0
1774046684.246,unknown,ORDER,121,173,3507,9884,0.0
1774046684.246,unknown,CHAOS,149,36,4318,13832,0.0
1774046684.246,unknown,CHAOS,480,359,13913,4524,0.0
1774046684.246,unknown,CHAOS,275,52,7971,13371,0.0
1774046684.246,unknown,CHAOS,461,230,13362,8241,0.0
1774046684.246,unknown,CHAOS,458,57,13275,13227,0.0
1774046684.246,unknown,CHAOS,307,216,8898,8645,0.0
1774046684.246,unknown,CHAOS,436,63,12638,13054,0.0
1774046684.246,unknown,ORDER,444,451,12869,1873,0.0
1774046684.246,unknown,CHAOS,452,81,13101,12535,0.0
1774046684.246,unknown,ORDER,288,295,8348,6368,0.0
1774046684.246,unknown,CHAOS,255,298,7391,6282,0.0
1774046684.246,unknown,CHAOS,344,162,9971,10201,0.0
1774046684.246,unknown,CHAOS,463,107,13420,11786,0.0
1774046684.246,unknown,CHAOS,302,344,8753,4956,0.0
1774046684.246,unknown,ORDER,107,463,3101,1527,0.0
1774046686.246,unknown,CHAOS,213,188,6174,9452,0.0
1774046686.246,unknown,ORDER,252,273,7304,7002,0.0
1774046686.246,unknown,CHAOS,392,123,11362,11325,0.0
1774046686.246,unknown,CHAOS,353,43,10232,13630,0.0
1774046686.246,unknown,CHAOS,149,36,4318,13832,0.0
1774046686.246,unknown,CHAOS,480,359,13913,4524,0.0
1774046686.246,unknown,CHAOS,338,166,9797,10086,0.0
1774046686.246,unknown,CHAOS,275,52,7971,13371,0.0
1774046686.246,unknown,CHAOS,461,230,13362,8241,0.0
1774046686.246,unknown,CHAOS,310,218,8985,8587,0.0
1774046686.246,unknown,CHAOS,458,57,13275,13227,0.0
1774046686.246,unknown,ORDER,299,281,8666,6772,0.0
1774046686.246,unknown,CHAOS,389,44,11275,13602,0.0
1774046686.246,Maokai,CHAOS,117,176,3391,9798,0.463
1774046686.246,unknown,CHAOS,436,63,12638,13054,0.0
1774046686.246,unknown,CHAOS,452,81,13101,12535,0.0
1774046686.246,unknown,CHAOS,371,149,10753,10576,0.0
1774046686.246,unknown,CHAOS,255,297,7391,6311,0.0
1774046686.246,unknown,CHAOS,271,154,7855,10432,0.0
1774046686.246,unknown,CHAOS,306,376,8869,4034,0.0
1774046686.246,unknown,ORDER,281,358,8145,4553,0.0
1774046686.246,unknown,ORDER,135,369,3913,4236,0.0
1774046686.246,unknown,ORDER,308,300,8927,6224,0.0
1774046688.245,unknown,CHAOS,353,160,10232,10259,0.0
1774046688.245,unknown,ORDER,250,279,7246,6829,0.0
1774046688.245,unknown,CHAOS,149,36,4318,13832,0.0
1774046688.245,unknown,CHAOS,480,359,13913,4524,0.0
1774046688.245,unknown,CHAOS,385,128,11159,11181,0.0
1774046688.245,unknown,CHAOS,275,52,7971,13371,0.0
1774046688.245,unknown,CHAOS,461,230,13362,8241,0.0
1774046688.245,unknown,CHAOS,310,218,8985,8587,0.0
1774046688.245,unknown,CHAOS,458,57,13275,13227,0.0
1774046688.245,unknown,ORDER,309,283,8956,6714,0.0
1774046688.245,Maokai,CHAOS,117,176,3391,9798,0.463
1774046688.245,unknown,CHAOS,401,112,11623,11642,0.0
1774046688.245,unknown,CHAOS,390,43,11304,13630,0.0
1774046688.245,unknown,CHAOS,436,63,12638,13054,0.0
1774046688.245,unknown,CHAOS,452,81,13101,12535,0.0
1774046688.245,unknown,ORDER,283,355,8203,4639,0.0
1774046688.245,unknown,CHAOS,271,154,7855,10432,0.0
1774046688.245,unknown,CHAOS,306,374,8869,4092,0.0
1774046688.245,unknown,ORDER,171,465,4956,1469,0.0
1774046688.245,unknown,ORDER,47,342,1362,5014,0.0
1774046688.245,unknown,CHAOS,318,347,9217,4870,0.0
1774046688.245,unknown,ORDER,134,369,3884,4236,0.0
1774046690.254,unknown,CHAOS,297,275,8608,6945,0.0
1774046690.254,unknown,CHAOS,348,165,10087,10115,0.0
1774046690.254,unknown,CHAOS,298,251,8637,7636,0.0
1774046690.254,unknown,CHAOS,463,230,13420,8241,0.0
1774046690.254,unknown,CHAOS,149,36,4318,13832,0.0
1774046690.254,unknown,CHAOS,480,359,13913,4524,0.0
1774046690.254,unknown,CHAOS,385,128,11159,11181,0.0
1774046690.254,unknown,CHAOS,363,43,10522,13630,0.0
1774046690.254,unknown,CHAOS,310,218,8985,8587,0.0
1774046690.254,unknown,CHAOS,458,57,13275,13227,0.0
1774046690.254,unknown,CHAOS,263,346,7623,4899,0.0
1774046690.254,unknown,CHAOS,401,112,11623,11642,0.0
1774046690.254,unknown,CHAOS,390,43,11304,13630,0.0
1774046690.254,unknown,CHAOS,436,63,12638,13054,0.0
1774046690.254,unknown,ORDER,444,451,12869,1873,0.0
1774046690.254,unknown,CHAOS,452,81,13101,12535,0.0
1774046690.254,Maokai,CHAOS,117,178,3391,9740,0.44
1774046690.254,unknown,CHAOS,305,370,8840,4207,0.0
1774046690.254,unknown,CHAOS,271,154,7855,10432,0.0
1774046690.254,unknown,ORDER,265,317,7681,5734,0.0
1774046690.254,unknown,ORDER,283,359,8203,4524,0.0
1774046690.254,unknown,CHAOS,331,187,9594,9481,0.0
1774046690.254,unknown,ORDER,46,331,1333,5331,0.0
1774046692.254,unknown,ORDER,393,388,11391,3688,0.0
1774046692.254,unknown,CHAOS,296,350,8579,4783,0.0
1774046692.254,unknown,ORDER,265,314,7681,5821,0.0
1774046692.254,unknown,CHAOS,285,52,8261,13371,0.0
1774046692.254,unknown,CHAOS,463,236,13420,8068,0.0
1774046692.254,unknown,CHAOS,339,165,9826,10115,0.0
1774046692.254,unknown,CHAOS,149,36,4318,13832,0.0
1774046692.254,unknown,CHAOS,480,359,13913,4524,0.0
1774046692.254,unknown,CHAOS,385,128,11159,11181,0.0
1774046692.254,unknown,CHAOS,363,43,10522,13630,0.0
1774046692.254,unknown,CHAOS,458,57,13275,13227,0.0
1774046692.254,unknown,ORDER,287,238,8319,8011,0.0
1774046692.254,Maokai,CHAOS,118,174,3420,9855,0.454
1774046692.254,unknown,CHAOS,401,112,11623,11642,0.0
1774046692.254,unknown,CHAOS,390,43,11304,13630,0.0
1774046692.254,unknown,CHAOS,436,63,12638,13054,0.0
1774046692.254,unknown,ORDER,444,451,12869,1873,0.0
1774046692.254,unknown,CHAOS,452,81,13101,12535,0.0
1774046692.254,unknown,CHAOS,317,199,9188,9135,0.0
1774046692.254,unknown,CHAOS,472,209,13681,8847,0.0
1774046692.254,unknown,ORDER,41,295,1188,6368,0.0
1774046692.254,unknown,ORDER,183,323,5304,5561,0.0
1774046694.259,unknown,ORDER,400,384,11594,3803,0.0
1774046694.259,unknown,ORDER,298,246,8637,7780,0.0
1774046694.259,unknown,CHAOS,149,36,4318,13832,0.0
1774046694.259,unknown,CHAOS,480,359,13913,4524,0.0
1774046694.259,unknown,CHAOS,385,128,11159,11181,0.0
1774046694.259,unknown,CHAOS,275,52,7971,13371,0.0
1774046694.259,unknown,CHAOS,338,165,9797,10115,0.0
1774046694.259,unknown,CHAOS,363,43,10522,13630,0.0
1774046694.259,unknown,ORDER,262,309,7594,5965,0.0
1774046694.259,unknown,CHAOS,458,57,13275,13227,0.0
1774046694.259,unknown,CHAOS,320,363,9275,4409,0.0
1774046694.259,unknown,CHAOS,324,193,9391,9308,0.0
1774046694.259,unknown,CHAOS,401,112,11623,11642,0.0
1774046694.259,unknown,CHAOS,390,43,11304,13630,0.0
1774046694.259,unknown,CHAOS,436,63,12638,13054,0.0
1774046694.259,Maokai,CHAOS,106,180,3072,9682,0.41
1774046694.259,unknown,CHAOS,452,81,13101,12535,0.0
1774046694.259,unknown,CHAOS,322,308,9333,5994,0.0
1774046694.259,unknown,ORDER,269,285,7797,6656,0.0
1774046694.259,unknown,ORDER,41,251,1188,7636,0.0
1774046696.272,unknown,ORDER,249,272,7217,7031,0.0
1774046696.272,unknown,ORDER,404,379,11710,3948,0.0
1774046696.272,unknown,CHAOS,304,336,8811,5187,0.0
1774046696.272,unknown,CHAOS,149,36,4318,13832,0.0
1774046696.272,unknown,CHAOS,480,359,13913,4524,0.0
1774046696.272,unknown,CHAOS,385,128,11159,11181,0.0
1774046696.272,unknown,CHAOS,461,230,13362,8241,0.0
1774046696.272,unknown,CHAOS,338,165,9797,10115,0.0
1774046696.272,unknown,CHAOS,363,43,10522,13630,0.0
1774046696.272,unknown,CHAOS,273,332,7913,5302,0.0
1774046696.272,unknown,CHAOS,458,57,13275,13227,0.0
1774046696.272,unknown,ORDER,287,254,8319,7550,0.0
1774046696.272,unknown,CHAOS,401,112,11623,11642,0.0
1774046696.272,unknown,CHAOS,390,43,11304,13630,0.0
1774046696.272,unknown,CHAOS,436,63,12638,13054,0.0
1774046696.272,unknown,CHAOS,452,81,13101,12535,0.0
1774046696.272,Maokai,CHAOS,115,186,3333,9509,0.506
1774046696.272,unknown,ORDER,263,289,7623,6541,0.0
1774046696.272,unknown,ORDER,42,227,1217,8328,0.0
1774046696.272,unknown,ORDER,297,472,8608,1267,0.0
1774046696.272,unknown,ORDER,267,471,7739,1296,0.0
1774046698.287,unknown,ORDER,244,277,7072,6887,0.0
1774046698.287,unknown,CHAOS,332,332,9623,5302,0.0
1774046698.287,unknown,CHAOS,149,36,4318,13832,0.0
1774046698.287,unknown,CHAOS,480,359,13913,4524,0.0
1774046698.287,unknown,CHAOS,385,128,11159,11181,0.0
1774046698.287,unknown,CHAOS,275,52,7971,13371,0.0
1774046698.287,unknown,CHAOS,461,230,13362,8241,0.0
1774046698.287,unknown,CHAOS,363,43,10522,13630,0.0
1774046698.287,unknown,CHAOS,458,57,13275,13227,0.0
1774046698.287,unknown,ORDER,274,255,7942,7521,0.0
1774046698.287,unknown,CHAOS,276,334,8000,5244,0.0
1774046698.287,unknown,CHAOS,401,112,11623,11642,0.0
1774046698.287,unknown,CHAOS,390,43,11304,13630,0.0
1774046698.287,unknown,CHAOS,436,63,12638,13054,0.0
1774046698.287,unknown,ORDER,444,451,12869,1873,0.0
1774046698.287,unknown,CHAOS,254,344,7362,4956,0.0
1774046698.287,unknown,CHAOS,452,81,13101,12535,0.0
1774046698.287,Maokai,CHAOS,98,184,2840,9567,0.538
1774046698.287,unknown,CHAOS,232,43,6724,13630,0.0
1774046698.287,unknown,ORDER,291,472,8435,1267,0.0
1774046698.287,unknown,ORDER,42,221,1217,8501,0.0
1774046698.287,unknown,CHAOS,310,234,8985,8126,0.0
1774046700.286,unknown,ORDER,258,282,7478,6743,0.0
1774046700.286,unknown,CHAOS,352,342,10203,5014,0.0
1774046700.286,unknown,ORDER,407,432,11797,2420,0.0
1774046700.286,unknown,CHAOS,149,36,4318,13832,0.0
1774046700.286,unknown,CHAOS,480,359,13913,4524,0.0
1774046700.286,unknown,CHAOS,385,128,11159,11181,0.0
1774046700.286,unknown,CHAOS,275,52,7971,13371,0.0
1774046700.286,unknown,CHAOS,461,230,13362,8241,0.0
1774046700.286,unknown,CHAOS,338,165,9797,10115,0.0
1774046700.286,unknown,CHAOS,363,43,10522,13630,0.0
1774046700.286,unknown,CHAOS,310,218,8985,8587,0.0
1774046700.286,unknown,CHAOS,458,57,13275,13227,0.0
1774046700.286,unknown,ORDER,266,244,7710,7838,0.0
1774046700.286,unknown,CHAOS,401,112,11623,11642,0.0
1774046700.286,unknown,CHAOS,390,43,11304,13630,0.0
1774046700.286,unknown,CHAOS,436,63,12638,13054,0.0
1774046700.286,unknown,ORDER,444,451,12869,1873,0.0
1774046700.286,unknown,ORDER,274,335,7942,5216,0.0
1774046700.286,unknown,CHAOS,254,344,7362,4956,0.0
1774046700.286,unknown,CHAOS,452,81,13101,12535,0.0
1774046700.286,unknown,ORDER,385,415,11159,2910,0.0
1774046700.286,Maokai,CHAOS,78,178,2260,9740,0.547
1774046700.286,unknown,CHAOS,208,44,6029,13602,0.0
1774046700.286,unknown,ORDER,316,471,9159,1296,0.0
1774046700.286,unknown,ORDER,43,180,1246,9682,0.0
1774046702.286,unknown,ORDER,389,434,11275,2363,0.0
1774046702.286,unknown,ORDER,254,279,7362,6829,0.0
1774046702.286,unknown,CHAOS,155,36,4492,13832,0.0
